Name,Length,Threshold,Value
List_123,2,6.798117427773168,3.0
List_124,2,-15.934269520444134,-7.467
List_125,2,-1420.2480597570502,-709.624
List_126,29,24.467647882499055,22.973
List_127,34,93.9766414489511,54.088
List_128,9,17.77815381656029,17.753
List_129,18,36.2920102948419,25.811
List_130,13,24.39842830752493,24.184
List_131,2,-27.805636901226517,-11.903
List_132,2,-19.65415987697792,0.0
List_133,2,-362.07429724755383,-357.074
List_134,12,20.736938668200818,18.895
List_135,39,59.87054663013796,47.92
List_136,2,-75.6227316890399,0.0
List_137,2,-39.25954268334326,-24.26
List_138,22,911.859915756748,182.213
List_139,2,-1.6131228911263298,19.387
List_140,2,-13.19330412356178,0.0
List_141,2,9.739161259428178,10.0
List_142,24,994.7496842905588,944.0
List_143,39,3687.725586063232,574.476
List_144,2,-32.29371519281946,0.5
List_145,2,-56.68262766751413,-55.683
List_146,2,-8.194156733766965,-2.597
List_147,2,-875.0836738794102,-436.542
List_148,39,1518.1627054946478,232.795
List_149,5,55.03710688995778,51.0
List_150,12,448.8284695602526,111.254
List_151,2,-2.309178569927811,-0.655
List_152,13,482.90949653800016,433.0
List_153,5,76.27601941132089,74.0
List_154,22,53.91863782520912,41.087
List_155,22,17.972148676317932,16.094
List_156,2,-775.5995006952614,-774.6
List_157,2,-674.262694968692,-332.631
List_158,11,19.225854886123653,15.535
List_159,18,16.209494455075557,14.358
List_160,2,-30.714845815566218,13.143
List_161,3,173.33613804107597,35.523
List_162,12,43.75840449541633,40.897
List_163,2,-939.800867282542,0.0
List_164,2,201.2313893489371,290.231
List_165,15,82.3187296314302,28.714
List_166,2,32.25399310449682,30.0
List_167,38,3350.1576593419272,136.952
List_168,2,-22.934934478441026,-21.935
List_169,2,-50.168619778335014,-12.084
List_170,15,10.056334083965703,8.749
List_171,32,47.11936441134457,46.222
List_172,2,-9.270979553053357,-2.271
List_173,6,20.09637530980916,19.354
List_174,19,91.39576786605792,28.233
List_175,2,-2.649633614277086,0.0
List_176,2,-24.78201343313535,12.218
List_177,2,-22.21254849121978,-20.213
List_178,14,265.1551172987694,59.074
List_179,45,2767.4476940185577,2156.0
List_180,2,-168.31233885345284,0.5
List_181,7,7.485918302178351,6.212
List_182,20,44.48384968673555,42.674
List_183,6,85.30926770613979,73.0
List_184,42,100.95131712863416,34.975
List_185,6,6.92476954084418,5.987
List_186,2,8.350629846258855,9.0
List_187,18,34.43220606416676,34.357
List_188,2,-1238.9091678128095,-1236.909
List_189,39,40.621756803924995,31.156
List_190,11,177.61188171040536,162.0
List_191,23,19.28605927172126,19.23
List_192,2,-3813.7661919293273,-1906.383
List_193,2,-2177.5536114795686,-2176.554
List_194,2,41.912108945467594,59.0
List_195,24,35.8018423733827,35.158
List_196,2,-32.675999484107194,-27.676
List_197,20,40.577807168674646,32.196
List_198,2,31.611193741236097,19.0
List_199,9,17.43942104293628,17.271
List_200,2,24.743583083645827,15.372
List_201,2,-392.7414503562618,0.0
List_202,2,16.28417027920411,22.0
List_203,32,2592.2342144420477,441.719
List_204,26,27.18229945863322,26.8
List_205,2,-28.112106042372403,0.5
List_206,2,-2.3967716745348535,5.302
List_207,15,36.36729375785125,34.758
List_208,3,8.419356815244296,3.3
List_209,27,1556.0387546838233,105.779
List_210,36,1940.9081091030696,1756.0
List_211,2,-7.69923350302705,-6.699
List_212,2,-6.177969838423374,0.0
List_213,35,43.70633396283253,40.62
List_214,16,1083.3097955662438,112.957
List_215,2,-12.831940275173285,-8.832
List_216,48,1122.532313399006,76.094
List_217,30,3452.126843723496,1590.0
List_218,2,118.17705063902152,136.0
List_219,2,9.374769098744768,28.375
List_220,3,10.97978761471939,7.0
List_221,2,-67.43269042569895,-33.216
List_222,2,-48.38215482147518,-8.382
List_223,2,259.8585752342988,339.859
List_224,6,40.33588153032528,31.0
List_225,9,28.227735492795468,27.692
List_226,3,30.679269007790452,19.0
List_227,2,-211.3246931871296,0.5
List_228,7,13.160358161977786,11.737
List_229,26,2387.4675455644574,1433.0
List_230,2,-9.358109974470574,-2.679
List_231,23,41.37166115068822,40.147
List_232,36,20.70577930093889,20.367
List_233,34,21.476307290051725,21.17
List_234,43,3420.2431045020626,126.145
List_235,2,27.288571463691333,56.289
List_236,4,35.27998554143878,28.0
List_237,38,3434.657258121909,1872.0
List_238,2,-12.82203439016831,0.0
List_239,22,142.98990427040494,59.409
List_240,12,803.268981417686,212.291
List_241,2,-196.33531556939212,-195.335
List_242,2,-7.147753165008433,2.852
List_243,3,13.072431498268486,12.0
List_244,22,2958.032437595463,993.0
List_245,2,49.906701009682685,45.0
List_246,11,13.621025028511593,12.949
List_247,2,-4.238857203473351,-1.119
List_248,4,37.66490249878844,28.0
List_249,7,65.39389688239366,47.0
List_250,7,495.6520523756404,156.795
List_251,2,-4.543777767333338,0.0
List_252,3,28.40129899830738,20.685
List_253,42,45.48288725148247,26.002
List_254,38,1202.6197075554535,188.112
List_255,2,-10.134358831927306,-1.067
List_256,2,-1120.799196582829,0.0
List_257,11,41.24425636842284,14.379
List_258,6,1.6517318433673511,1.258
List_259,47,114.0180463073726,32.936
List_260,39,2130.2669508042204,330.319
List_261,18,655.4725427873042,143.471
List_262,17,1073.78317326492,793.0
List_263,27,1437.7088413071792,1342.0
List_264,2,-4.156882378972631,26.422
List_265,2,-48.29198481426218,-44.292
List_266,2,1.742831258831386,6.743
List_267,3,4.53173451673384,1.164
List_268,2,7.434751098740972,11.435
List_269,4,11.44620400680773,8.612
List_270,5,38.88234320628236,26.0
List_271,30,1638.2118539582077,101.14
List_272,4,39.3560365402116,38.339
List_273,4,21.15885467640618,21.0
List_274,25,733.6108860450397,721.0
List_275,2,-703.732759153387,-347.866
List_276,2,-45.62257345041811,0.0
List_277,2,-11.230061582487544,0.0
List_278,41,71.03586078163148,26.747
List_279,3,22.082819251882945,15.269
List_280,33,130.4617074584517,56.862
List_281,2,-50.838187239071736,-24.419
List_282,2,-516.6017089513138,-508.602
List_283,29,753.2704434838802,130.7
List_284,2,-10.349289197853016,0.651
List_285,2,1.605725286410505,1.803
List_286,2,-455.46683692867714,0.5
List_287,3,21.26354651207873,16.421
List_288,2,-9.973440312531896,-2.987
List_289,34,41.472867095668065,28.612
List_290,39,299.8928907395222,51.305
List_291,47,62.954741362137426,50.808
List_292,13,67.30645192878703,48.87
List_293,2,-18.833278473064517,0.0
List_294,21,44.98523814149914,31.914
List_295,2,-62.70297872200587,-24.351
List_296,2,9.333347676928325,26.333
List_297,10,63.34631913185254,42.035
List_298,12,247.7384620869316,64.812
List_299,5,46.364759689738115,44.073
List_300,2,-46.55679484036445,-45.557
List_301,4,321.4961132967994,163.0
List_302,3,34.8617366254306,34.0
List_303,2,-11.387452943919085,0.0
List_304,2,25.47331328588491,34.737
List_305,19,1381.1326516592503,300.665
List_306,2,-16.12105869423743,0.0
List_307,2,-8.304846302445762,0.5
List_308,2,-16.5853523953112,0.5
List_309,43,61.27346853913144,50.913
List_310,48,33.67355322141324,26.483
List_311,2,-34.21636676691644,13.5
List_312,6,37.91945993553809,34.32
List_313,2,-11.130136901409951,0.0
List_314,6,34.65344827972307,27.587
List_315,44,887.1700654071224,128.25
List_316,2,-0.9677525859366152,10.032
List_317,2,-13.953047043483457,2.0
List_318,2,-1914.80964640678,-1912.81
List_319,24,22.07447753758574,21.757
List_320,42,3679.002878649288,146.119
List_321,2,-11.755039801653748,39.878
List_322,6,29.70299791498228,28.617
List_323,26,19.78359276050412,19.475
List_324,7,20.52629733212356,18.752
List_325,2,-1.3366372621871814,1.832
List_326,28,52.93984244176972,50.248
List_327,4,4.4722188074835785,4.368
List_328,8,15.51061472734798,14.314
List_329,2,-393.0845203126621,0.5
List_330,2,38.66934361685787,36.0
List_331,2,-315.87246748248214,-153.436
List_332,2,0.8427397870867129,1.421
List_333,2,-38.58192355162179,-13.291
List_334,10,690.0113785813663,114.601
List_335,2,-22.62659959649642,-9.313
List_336,21,27.591100474309783,27.266
List_337,10,112.55301687723308,90.0
List_338,7,120.42004029202565,97.0
List_339,11,786.8693937184905,532.0
List_340,20,1145.5861609308106,240.825
List_341,2,9.2019650095196,16.202
List_342,6,105.18453821364292,83.0
List_343,2,-23.939795378833136,-11.47
List_344,5,233.07407519823136,190.0
List_345,1,0.0,0.0
List_346,43,49.20616328903228,48.33
List_347,30,1415.233956016403,1367.0
List_348,9,57.95079136621131,29.502
List_349,2,6.924960855457832,7.962
List_350,34,39.08315518579482,27.115
List_351,1,-8.515120209716443,0.0
List_352,38,2159.465024436072,2020.0
List_353,3,39.851069732789725,34.0
List_354,2,7.723848513971396,10.724
List_355,16,1760.6497444861693,416.622
List_356,2,-354.58515652892714,0.5
List_357,2,-9.608385471634366,-4.304
List_358,2,-135.67262304185112,0.0
List_359,2,-134.94976397596952,-113.95
List_360,5,67.70436095502998,33.703
List_361,2,-47.65772196055793,0.0
List_362,5,44.70684150298426,26.281
List_363,13,8.206454286187366,8.018
List_364,2,-67.55274851585786,-10.553
List_365,24,32.70897883915583,31.488
List_366,16,1664.088461739941,840.0
List_367,10,617.5255538307055,114.153
List_368,28,1218.5705848128828,1127.0
List_369,34,1003.3759277964488,164.044
List_370,3,38.76384413560776,25.0
List_371,2,60.85322147445441,31.0
List_372,13,52.023864077371904,30.63
List_373,2,-108.51573480889913,-100.516
List_374,2,42.37675452210604,20.0
List_375,15,299.28348268486417,75.952
List_376,13,15.23210950341266,13.325
List_377,6,46.036842381759314,36.0
List_378,3,194.3563383323241,151.0
List_379,2,-85.94336947770098,-41.972
List_380,2,-16.148190282618952,0.0
List_381,3,47.6514978318393,26.385
List_382,2,-1472.5944516596917,-735.797
List_383,2,-58.7400410349562,13.26
List_384,16,31.70902929853486,22.114
List_385,3,299.1278988052625,126.0
List_386,8,492.1778144556532,108.397
List_387,2,106.07910144442508,80.0
List_388,27,352.5041779340018,64.278
List_389,19,959.6907995677578,881.0
List_390,24,162.83173229745316,34.461
List_391,2,-16.428849395742102,0.5
List_392,2,17.877982711786878,18.0
List_393,15,26.22394831077188,26.188
List_394,2,-1895.8567865599148,0.0
List_395,2,2.4146554345285116,89.415
List_396,2,-26.7923538337165,0.5
List_397,2,-156.55932267805986,-155.559
List_398,2,-24.77240142652587,-10.886
List_399,2,2.589349957205737,6.795
List_400,2,44.98813095018532,84.0
List_401,8,8.696076384678504,7.913
List_402,2,-18.02011532462694,-6.51
List_403,2,-63.79456435196117,11.603
List_404,31,76.80439904540573,55.897
List_405,2,-50.91928365441024,6.081
List_406,2,-12.032642308009322,5.984
List_407,23,20.09298213137533,19.07
List_408,23,866.6222368698866,167.577
List_409,16,1729.5611990224263,406.411
List_410,2,-37.18998010856972,0.0
List_411,2,24.395073312350572,14.0
List_412,2,-457.10426180531147,0.0
List_413,2,-47.18269607571409,0.5
List_414,2,-6.371960372748756,-3.372
List_415,30,32.60625405216929,30.281
List_416,2,-12.940534931553245,-10.941
List_417,1,43.11621816696714,43.116
List_418,3,15.24982972247419,14.0
List_419,2,-6.377935695211739,-0.378
List_420,2,7.858203589599242,19.858
List_421,2,29.940773662875788,31.0
List_422,14,260.5559001990821,42.325
List_423,10,3.5387207588054226,2.72
List_424,2,-78.73629433671915,-77.736
List_425,2,7.717469741157412,37.141
List_426,20,23.7974653031872,23.64
List_427,2,56.86228196864796,46.0
List_428,2,-2051.670238546601,-1024.835
List_429,2,4.6209245797279594,24.621
List_430,2,-1853.7091121690587,0.0
List_431,2,-115.89662263242214,-57.448
List_432,2,11.959688475452785,4.52
List_433,2,12.470618721831292,11.0
List_434,2,-7.680854911210181,-6.681
List_435,2,1.1504342769418945,2.15
List_436,2,-806.3069422820578,-802.307
List_437,38,1075.402591722162,166.524
List_438,40,35.56758787550004,27.733
List_439,4,77.43174449502929,57.108
List_440,2,-123.99508605089687,-58.998
List_441,9,31.52357852477675,29.058
List_442,2,0.1052278536042391,1.105
List_443,2,29.16527435482769,63.165
List_444,2,-385.22713904039665,-384.227
List_445,2,-59.898561833430335,0.5
List_446,26,17.51680239170905,16.723
List_447,3,46.63415921949088,32.0
List_448,50,49.66589700673752,27.004
List_449,2,-24.09894363269989,-11.549
List_450,1,-17.332561672962594,-17.333
List_451,21,40.04959465317744,39.574
List_452,2,-32.81772342702617,-31.818
List_453,2,-242.54932725404507,-225.549
List_454,16,24.45266573815066,24.216
List_455,4,5.671536767024408,5.168
List_456,2,-13.449448797010282,0.0
List_457,2,-4.030169578365893,0.5
List_458,2,-25.545210990227687,0.0
List_459,2,-12.719277798608855,15.14
List_460,2,7.902211939488103,6.951
List_461,38,3162.1304375473755,128.688
List_462,2,11.270674560461062,7.0
List_463,2,3.83296788372198,7.416
List_464,2,-7.875330098316564,-2.875
List_465,18,46.90894094385232,44.939
List_466,2,-251.03303281707028,-114.017
List_467,17,36.46001112145542,22.182
List_468,6,19.12359271142108,17.187
List_469,2,-27.870456014934547,-13.435
List_470,2,14.46734386964171,17.0
List_471,2,-13.57069422489693,0.0
List_472,2,-10.448937179496076,-9.449
List_473,7,49.49935100370473,45.643
List_474,2,-13.40237786960193,-5.701
List_475,36,1198.4188064385214,190.119
List_476,9,21.270295953589425,19.363
List_477,40,875.1251369790131,130.302
List_478,8,47.09142245710412,37.761
List_479,20,133.73423573257557,55.937
List_480,30,19.596317541457836,18.963
List_481,6,9.380876792043972,7.226
List_482,2,-45.39815034126961,-22.199
List_483,2,3.4333628951525466,8.433
List_484,2,-17.471170715189114,-7.736
List_485,24,3742.955118470265,1255.0
List_486,7,377.4032489469056,370.0
List_487,33,463.6956100801271,66.688
List_488,2,40.1674274281492,44.0
List_489,7,57.71297097465367,29.485
List_490,2,-1.8666603926052536,0.0
List_491,22,2593.4379137085816,1385.0
List_492,2,-6.395382415961812,7.605
List_493,2,-991.7389269180178,-985.739
List_494,2,-34.009392934473304,0.0
List_495,2,13.233675802830778,88.234
List_496,40,87.06970997576681,30.205
List_497,47,4252.776330063737,607.476
List_498,3,127.79438555203735,69.0
List_499,2,45.57283080227575,22.0
List_500,12,63.396429773104934,28.178
List_501,1,0.0,0.0
List_502,13,24.22182589686655,22.248
List_503,6,72.66810249685052,51.278
List_504,4,60.01498270307764,56.0
List_505,28,3818.287312484507,183.225
List_506,2,-682.2894287777254,-338.645
List_507,8,58.41094920571297,54.926
List_508,4,21.23956355943116,21.0
List_509,3,59.3279290543214,44.0
List_510,38,2093.641650784702,106.517
List_511,22,65.82317314983258,21.633
List_512,2,-1761.0892021194409,-880.045
List_513,11,470.5218493601003,90.411
List_514,7,106.88480934166768,105.0
List_515,5,38.653179976746344,34.931
List_516,2,-518.2036452348043,-258.602
List_517,9,312.8197018146808,84.499
List_518,12,21.10052756588483,20.235
List_519,28,16.77269033504436,16.199
List_520,2,-299.911659483115,-296.912
List_521,19,264.1291623440784,258.0
List_522,2,0.474769325781072,3.475
List_523,12,16.48391379173926,15.836
List_524,2,38.915769370041616,38.958
List_525,42,1034.8857177435607,76.164
List_526,2,-41.83114130033991,0.0
List_527,13,18.782880888081827,17.06
List_528,4,38.28275386728553,33.0
List_529,33,108.87163022492352,28.864
List_530,2,-100.9191048174124,-45.46
List_531,6,45.32789788224458,34.0
List_532,3,21.60488119366499,19.0
List_533,2,-29.7773106386015,-14.389
List_534,2,11.023749258481272,19.024
List_535,2,-22.310432858600414,-9.655
List_536,2,35.04185856496971,18.0
List_537,19,39.004081217065625,38.527
List_538,3,23.563081341289013,23.0
List_539,13,13.336101683604548,12.485
List_540,2,-26.604651073490754,-23.605
List_541,2,-12.79943198627694,-5.9
List_542,32,2853.70585799015,488.428
List_543,2,14.659864964486388,20.66
List_544,3,44.90743323033101,30.0
List_545,5,20.387739216535405,16.678
List_546,2,-74.89992554276928,-73.9
List_547,15,16.18933067809059,15.023
List_548,2,2.0749985757433547,3.0
List_549,2,19.45007330587478,29.45
List_550,10,97.444876337004,23.74
List_551,2,0.0499270392667464,1.025
List_552,34,38.28863745226948,30.554
List_553,1,-44.47551816000487,-44.476
List_554,8,9.715621102523937,9.464
List_555,2,5.702928058008611,11.703
List_556,2,10.316231440106735,8.0
List_557,8,8.94360310192461,8.514
List_558,5,238.29824310956775,235.0
List_559,2,-29.573119283972847,-27.573
List_560,2,-568.5819986573251,0.0
List_561,6,51.16508940458705,41.0
List_562,2,12.870095388880646,12.935
List_563,13,29.1566988891893,25.979
List_564,16,828.240065122431,812.0
List_565,2,-2.397348023661863,-0.699
List_566,17,25.018299374165284,24.589
List_567,2,-199.34617909107632,0.0
List_568,2,-31.706091386199333,-30.706
List_569,2,-104.60375525420604,0.0
List_570,2,-12.73197507104039,-6.732
List_571,10,614.8921335191737,355.0
List_572,23,65.63217282808893,23.826
List_573,2,-5.499475094457965,0.0
List_574,2,-31.792195113781155,0.0
List_575,2,-38.35564642763997,-17.678
List_576,2,-49.94682420425028,0.0
List_577,3,25.487863772104348,20.0
List_578,29,111.58016476961409,51.951
List_579,9,18.583156702150443,14.845
List_580,34,29.34935107823997,29.334
List_581,2,-5.087274734007946,-1.044
List_582,9,93.66204219187806,77.0
List_583,47,49.7743711647342,47.612
List_584,2,-174.52765949930006,0.5
List_585,3,11.867829319901428,11.0
List_586,2,-62.21816395558289,-61.218
List_587,2,-20.975351851699997,-15.975
List_588,39,3597.8422993174017,147.611
List_589,2,-321.9101497068418,0.0
List_590,2,9.403605686682337,11.0
List_591,34,4459.552661043609,183.046
List_592,2,-14.768073609500217,-5.384
List_593,2,-25.46890081950198,-24.469
List_594,2,-2.902268970987194,11.049
List_595,3,9.96177047056584,6.0
List_596,32,702.4451540731018,117.637
List_597,2,-38.89241549821858,-17.946
List_598,48,48.81551001087263,29.793
List_599,5,37.26995644338423,32.0
List_600,36,53.98630099748059,52.583
List_601,3,41.910146554240875,20.0
List_602,2,-44.96945075384532,-43.969
List_603,2,-41.67124882082993,24.336
List_604,23,913.6949557742448,910.0
List_605,2,-18.43240607254406,-14.432
List_606,2,117.629134363129,56.0
List_607,24,1347.4528789858762,101.102
List_608,30,2385.041110760238,419.349
List_609,2,-17.404599063788087,0.5
List_610,2,47.04574673590983,40.0
List_611,39,1546.9926053182598,237.267
List_612,2,-54.99224414856092,-26.496
List_613,2,-37.57051362377904,-18.285
List_614,6,10.098434222721211,9.85
List_615,2,-0.322776655865422,21.677
List_616,1,-133.16018202438664,-133.16
List_617,12,2.7575638559530575,2.65
List_618,38,4970.20986401537,2017.0
List_619,46,6184.342162979949,894.287
List_620,2,-5.44651559110031,0.0
List_621,2,-54.07016261190531,-25.535
List_622,2,93.55078814782628,50.0
List_623,42,41.67552304067778,24.275
List_624,2,32.006517594270115,36.003
List_625,5,780.7734561077277,279.923
List_626,2,-31.80557496390031,-7.403
List_627,30,59.83635300302207,30.975
List_628,3,2.346964742861673,1.247
List_629,2,11.624491510590316,5.188
List_630,3,70.01865768307214,51.0
List_631,2,-534.9809739106776,-509.981
List_632,2,-0.3772344502459748,0.311
List_633,45,42.26830011187183,42.228
List_634,2,-10.966233946457043,1.5
List_635,50,5033.220541802757,148.944
List_636,2,-53.66608645475392,-26.333
List_637,12,732.0747955250323,561.0
List_638,10,240.47480851330033,228.0
List_639,20,41.971607429732515,30.837
List_640,13,86.91965666967376,21.542
List_641,2,-8.894155046110564,-3.947
List_642,2,1.6451229260202351,15.823
List_643,2,-5.88394713315132,-0.442
List_644,2,-103.61338645133073,-57.613
List_645,41,2640.9166753605373,401.128
List_646,13,28.04799131065592,27.465
List_647,18,717.5634736277685,155.534
List_648,2,-39.448921622199215,0.5
List_649,2,-15.045161010077113,1.5
List_650,2,-26.81330645552555,1.0
List_651,40,43.71428749013342,42.868
List_652,16,903.1970182793688,870.0
List_653,48,2295.8683402707775,322.549
List_654,20,2603.594947758728,1100.0
List_655,4,14.10000357685041,9.775
List_656,23,67.33098620070143,49.319
List_657,25,49.50088734604011,48.46
List_658,8,278.88228457760374,84.089
List_659,10,16.12121718780426,15.512
List_660,2,5.886877161587076,10.887
List_661,2,-26.41296482547046,0.0
List_662,12,27.49158183591355,25.208
List_663,25,9.455620129160575,9.131
List_664,2,-20.578855962559047,-11.579
List_665,9,12.222165721179556,12.136
List_666,2,-15.003569752277963,-10.004
List_667,29,13.241637242792118,12.735
List_668,2,-800.7241171007431,-799.724
List_669,2,-90.79262476507635,-39.396
List_670,4,32.201634537953744,32.0
List_671,2,-7.106417117228103,-6.106
List_672,2,-134.2768452842626,0.0
List_673,1,-0.0230100851682869,-0.023
List_674,3,63.56860750422426,55.523
List_675,2,-30.4409174687783,-14.72
List_676,13,12.833611982729682,12.793
List_677,17,21.475480171236708,21.263
List_678,8,28.72898867683588,25.966
List_679,24,22.33611428357155,22.133
List_680,12,47.95456288097238,23.295
List_681,50,64.85354031852209,48.737
List_682,2,-26.11532566129173,-24.115
List_683,2,-30.77263080301992,-14.386
List_684,2,-474.3310811327497,-472.331
List_685,41,4816.660194868449,2167.0
List_686,2,-8.656471872270096,-1.328
List_687,2,-146.1973320201663,-72.599
List_688,23,32.28783837298158,28.53
List_689,2,-841.8575529278627,-840.858
List_690,18,421.9104718421112,406.0
List_691,19,485.2548819836838,475.0
List_692,2,-30.58238318751383,-28.582
List_693,18,117.99841473808466,32.602
List_694,2,-2.4619086675435886,0.0
List_695,28,56.51087926232107,28.144
List_696,28,432.2728543745359,75.728
List_697,2,-36.66657424928191,0.5
List_698,11,566.4588348314495,398.0
List_699,3,62.464592308222926,22.707
List_700,2,-88.98061227652876,-42.99
List_701,2,55.61537061776464,77.308
List_702,6,8.966882338295337,7.828
List_703,23,106.64489077837436,33.46
List_704,21,1671.906177253764,1303.0
List_705,2,3.786773279270144,57.787
List_706,2,-64.40568335947829,0.5
List_707,2,-321.0309102986759,-316.031
List_708,3,22.568112348324146,20.856
List_709,2,10.501910176061427,13.251
List_710,4,1.1195253595929358,0.052
List_711,37,23.628296619447536,23.608
List_712,2,-1.186889641650496,1.5
List_713,3,37.38637005224409,32.129
List_714,8,45.96471825341614,24.562
List_715,2,-26.23889985239672,-21.239
List_716,2,28.32157071199804,43.322
List_717,2,-75.01620144529551,0.0
List_718,30,1085.3852173715356,1063.0
List_719,2,-685.8770918936316,-335.939
List_720,8,18.755130596633233,18.344
List_721,2,-1418.9917818084712,-1410.992
List_722,2,-2535.3669679278432,0.0
List_723,2,7.100160288692263,0.5
List_724,2,39.79682563964242,22.0
List_725,34,301.0878947269062,51.556
List_726,2,-11.124966243512224,0.0
List_727,14,644.2131281287861,155.725
List_728,2,16.069184749105062,20.535
List_729,5,34.0544736988078,31.0
List_730,1,50.739523574231654,50.74
List_731,19,49.15509882021233,28.175
List_732,31,35.520279338989134,34.952
List_733,10,722.246707716982,124.825
List_734,2,8.538466496313466,9.769
List_735,12,509.9725694330387,452.0
List_736,20,966.9895103276704,90.599
List_737,2,-1131.640756280128,0.0
List_738,7,29.38023904670235,27.054
List_739,4,31.081958813922597,27.77
List_740,2,-35.88614683119809,-33.886
List_741,2,-759.2502367633322,-378.625
List_742,45,47.849313467940206,29.277
List_743,6,104.20477645657444,101.0
List_744,9,41.01878355847936,26.448
List_745,3,10.732550093322638,10.0
List_746,2,-20.883538117470135,-9.884
List_747,9,51.315749090055824,31.728
List_748,4,48.190367567536605,40.0
